WKT,name,description
"POLYGON ((110.030281 -7.8931998, 110.1868362 -7.9666484, 110.214302 -7.9856885, 110.3118056 -8.0183266, 110.342018 -8.031925, 110.374977 -8.0686384, 110.4257888 -8.090393, 110.4656142 -8.1067081, 110.5383987 -8.1325391, 110.582344 -8.1474931, 110.5988235 -8.1461337, 110.6221694 -8.1556496, 110.6853408 -8.1855553, 110.7059402 -8.184196, 110.7086867 -8.2032258, 110.7306594 -8.1964296, 110.7636184 -8.1977888, 110.7800979 -8.1950703, 110.8006972 -8.1977888, 110.8322829 -8.1977888, 110.8158034 -8.1434148, 110.785591 -8.1461337, 110.7910842 -8.1107868, 110.7718581 -8.0645593, 110.7553786 -8.031925, 110.766365 -7.9911284, 110.7718581 -7.9149637, 110.7773513 -7.8863984, 110.7883376 -7.8619122, 110.7842177 -7.8224592, 110.7704848 -7.8088539, 110.7636184 -7.8251802, 110.7457656 -7.8156566, 110.7182998 -7.7952481, 110.6949538 -7.8088539, 110.6757278 -7.8061328, 110.6743545 -7.7898057, 110.6647414 -7.7966087, 110.6455154 -7.8006905, 110.6166762 -7.7966087, 110.5809707 -7.8129355, 110.5864638 -7.7898057, 110.5631179 -7.7843632, 110.5411452 -7.7993299, 110.5205459 -7.7898057, 110.4944533 -7.7557888, 110.473854 -7.6523608, 110.4491347 -7.5448235, 110.4189223 -7.5570759, 110.3955764 -7.5897474, 110.3557509 -7.6169718, 110.3104323 -7.6537219, 110.2678603 -7.6986344, 110.2582473 -7.6428333, 110.2445144 -7.6550829, 110.2156753 -7.6482776, 110.1895827 -7.6482776, 110.1456374 -7.6482776, 110.1236648 -7.6673322, 110.1346511 -7.6904688, 110.1332778 -7.7244909, 110.115425 -7.7680352, 110.0920791 -7.788445, 110.0604934 -7.8170171, 110.0467605 -7.8564706, 110.030281 -7.8931998))",polygon1,
