WKT,name,description
"POLYGON ((106.7251513 -6.0892716, 106.712105 -6.0967821, 106.6873858 -6.0954165, 106.6873858 -6.1042924, 106.6949389 -6.1104371, 106.6963122 -6.1193127, 106.6873858 -6.1234091, 106.6887591 -6.1363808, 106.6860125 -6.1459387, 106.6894457 -6.1691499, 106.7100451 -6.1821205, 106.7175982 -6.1916775, 106.7251513 -6.2005518, 106.7196581 -6.2107911, 106.7196581 -6.2237606, 106.7409441 -6.2271736, 106.7478106 -6.2408253, 106.7478106 -6.2490162, 106.756737 -6.258572, 106.7512438 -6.2708578, 106.7622301 -6.2831433, 106.7690966 -6.2947461, 106.7718432 -6.3029361, 106.778023 -6.3165858, 106.8054888 -6.3145383, 106.7999956 -6.3336474, 106.7972491 -6.3472963, 106.7917559 -6.3554855, 106.7972491 -6.3636745, 106.8098686 -6.367234, 106.8219683 -6.3534382, 106.8357012 -6.3527558, 106.8398211 -6.3418368, 106.8487475 -6.3363772, 106.8549273 -6.3459315, 106.8597338 -6.3541206, 106.8727801 -6.3534382, 106.8789599 -6.364357, 106.8871996 -6.3684514, 106.8995592 -6.3684514, 106.9071123 -6.3616273, 106.9146654 -6.3636745, 106.917412 -6.3445666, 106.919472 -6.3172683, 106.919472 -6.2988411, 106.9112322 -6.2926985, 106.9071123 -6.2729054, 106.9043658 -6.2599371, 106.9146654 -6.2544767, 106.9229052 -6.2531115, 106.9373247 -6.2531115, 106.9441912 -6.2496987, 106.9448778 -6.2360473, 106.950371 -6.2176172, 106.9613573 -6.2107911, 106.9675371 -6.1944081, 106.973717 -6.1739286, 106.971657 -6.1479868, 106.9689104 -6.1281882, 106.9689104 -6.1015614, 106.9668505 -6.0892716, 106.9448778 -6.0967821, 106.9249651 -6.0981476, 106.9215319 -6.0817611, 106.9016192 -6.0824439, 106.9002459 -6.0899544, 106.9160387 -6.0913199, 106.9180987 -6.1008786, 106.8830797 -6.0974648, 106.8700335 -6.1070234, 106.8494341 -6.11863, 106.8295214 -6.1199955, 106.8144152 -6.1165818, 106.8054888 -6.1097544, 106.8041155 -6.0960993, 106.789696 -6.0960993, 106.787636 -6.1090716, 106.7725298 -6.1036096, 106.7615435 -6.1015614, 106.7430041 -6.1042924, 106.7251513 -6.0892716))",Polygon 2,
